city,iata
Curacavi,
Coyhaique,GXQ
Iquique,IQQ
Puerto Varas,
Chaiten,
Pichidangui,
Cabildo,
Duao,
Duqueco,
Retiro,
Isla Dawson,
Chaiten,
Entrada Baker,
Estacion Chanaral,
Sagrada Familia,
Talagante,
Santa Barbara,
Chepica,
Santiago,SCL
Parral,
Pirque,
Quintero,
El Salvador,ESR
San Vicente De Tagua Tagua,
Frutillar,FRT
Aysen,
Entrada Mayer,
Antofagasta,ANF
Fachinal,
Freirina,
Frutillar,
Ovalle,
Chillan,
Casablanca,
Porvenir,WPR
Russfin,
Pelarco,
Frutillar,
Chonchi,
Futaleufu,FFU
Futrono,
Isla San Felix,
La Union,
Los Sauces,
Antartica,UGL
Los Angeles,LSQ
Futrono,
Los Angeles,
Retiro,
Rapel,
Rengo,
Chaiten,
Angol,
Panguipulli,
Cholguan,
Antofagasta,
Caleta Chanaral De Aceituno,
Cunco,
Puerto Williams,WPU
Copiapo,
Santiago,
Chaiten,
Huepil,
Pichidegua,
Chile Chico,
La Union,
Lampa,
Isla Mocha,
Choshuenco,
Los Vilos,
Retiro,
Cochrane,LGR
Chaiten,
Huasco,
Hualaihue,
Isla Apiao,
Isla Butachauques,
Curico,
Punta Arenas,
Concepcion,CCP
Llifen,
Isla Las Huichas,
Puerto Ingeniero Ibanez,
Isla Talcan,
Illapel,
Isla Mocha,
Villa O'Higgins,
Isla De Pascua,IPC
Isla Robinson Crusoe,
Isla Santa Maria,
Isla Tierra Del Fuego,
Panimavida,
Ranguelmo,
Osorno,
Osorno,ZOS
San Javier,
San Carlos,
Lago Caburga,
Cunco,
Rio Bueno,
Pelluhue,
Curico,
Molina,
Lampa,
Cochamo,
Licanten,
Collipulli,
Pica,
Pucon,
Coelemu,
Lautaro,
Lebu,
Santiago,
Llanada Grande,
Antofagasta,
Llifen,
Pencahue,
Llico,
La Junta,
Cunco,
Vallenar,VLR
San Javier,
Linares,ZLR
Chile Chico,
Molina,
La Ligua,
Chaiten,
Lautaro,
Marchigue,
Guangali,
Arauco,
Puerto Marin Balmaceda,
Puerto Guadal,
Melipilla,
Villarrica,
San Javier,
Marchigue,
Mialqui,
Melinka,
Santa Barbara,
Molina,
Melipilla,
Rapel,
Longavi,
Pichilemu,
Molina,
Michilla,
El Manzano,
Linares,
Nadis,
Maria Elena,
Panguipulli,
Vilcun,
San Nicolas,
Cuncumen,
Canete,
Nochaco,
Rengo,
Punta Arenas,
Puerto Natales,PNT
Navarino,
Ovalle,
Ovalle,
Puerto Octay,
Romeral,
Villa O'Higgins,
Hualanne,
Puyehue,
Olmue,
Quellon,
Cisnes,
Osorno,
Osorno,
Ovalle,
Ovalle,OVL
Ovalle,
Antofagasta,
Puelo Bajo,
Pucon,ZPC
San Pedro De Atacama,
Puerto Montt,
Panguipulli,
Puyuhuapi,
Coihueco,
Puerto Cisnes,
Paillaco,
Pichilemu,
Chaiten,
Quinta Tilcoco,
Mulchen,
Dalcahue,MHC
Purranque,
Copiapo,
Santa Cruz,
Peulla,
Puerto Varas,PUX
Peumo,
Punta Catalina,
Cerro Castillo,
Antartica,
Quino,
Isla Quenac,
Lonquimay,
Tirua,
Quillota,
Osorno,
Aysen,
Cobquecura,
Quebrada Las Tacas,
Quemchi,
Queilen,
Lonquimay,
Chanaral,CNR
Tortel,
Rio Cisnes,
Vina Del Mar,VAP
Rio Cisnes,
Laguna San Rafael,
Rancagua,QRC
Renihue,
Rio Frio,
Rapel,
Isla Rey Jorge,TNM
Rio Negro,
Romeral,
Rapel,
Rio Bueno,
Rio Bueno,
Cartagena,
Retiro,
Rio Murta,
Vilcun,
Paredones,
Marchigue,
Til Til,
Cerro Sombrero,SMB
San Fernando,
La Serena-Coquimbo,LSC
San Felipe,SSD
Algarrobo,
Teodoro Schmidt,
San Javier,
San Clemente,
Salar De Atacama,
Salar De Atacama,
Santo Domingo,
Lago Rapel,
Petorca,
San Pablo,
Segundo Corral,
San Sebastian,
Castro,WCA
Freire,
Peralillo,
Puerto Sanchez,
Santa Barbara,
Santiago,
Temuco,ZCO
Puerto Montt,PMC
Tongoy,
San Gregorio,
Talca,TLX
Curico,
Chaiten,WCH
Victoria,ZIC
Tortel,
Alto Del Carmen,
Traiguen,
Melipilla,
Taltal,TTC
Litueche,
Casablanca,
Chaiten,
Bulnes,
Cumpeo,
Teno,
Cumpeo,
Bulnes,
Longavi,
Santa Cruz,
Casablanca,
Parral,
Vicuna,
Valdivia,ZAL
Lago Verde,
San Pedro,
Rinihue,
Santiago,
Villarrica,
Marchigue,
Vichuquen,
Valdivia,
Vina Del Mar,KNA
Vicuna,
Victoria,
Vichuquen,
Cochrane,
Isla De Maipo,
Vilcun,
La Union,
Vilcun,
Molina,
Salamanca,
Lago Ranco,
Yumbel,
Puyehue,
Puyehue,
El Chaiten,
Retiro,
Purranque,
La Union,
Zapallar,
Pirque,
Elk Point,
Letcher,
Winfred,
Aberdeen,
Doland,
Draper,
Badger,
Hayes,
Sturgis,
Ipswich,
Menno,
Camp Crook,
Sturgis,
Ridgeview,
Selby,
Lemmon,
Bridgewater,
Cavour,
Chamberlain,
Dell Rapids,
Eagle Butte,
Faith,
Ferney,
Harrold,
Beresford,
Huron,
Onida,
Pierre,
Prairie City,
Strool/Prairie City,
Tyndall,
Verdon,
Wilmot,
Cottonwood,
Hot Springs,
Oelrichs,
Opal,
Philip,
Pollock,
Stickney,
Camp Crook,
Rapid City,
Kennebec,
Hoven,
Vivian,
Wilmot,
De Smet,
Huron,
Bison,
Pukwana,
Spearfish,
Gettysburg,
Revillo,
Vivian,
Enning,
Sioux Falls,
Araras,
Adamantina,
Sao Pedro,
Analandia,
Angra Dos Reis,
Americana,
Santo Antonio Do Aracangua,
Campinas,CPQ
Brotas,
Mirandopolis,
Santa Ernestina,
Batatais,
Bebedouro,
Birigui,
Botucatu,QCJ
Salto De Pirapora,
Ilha Comprida,
Bariri,
Capao Bonito,
Catanduva,
Pirapora,
Sao Paulo De Olivenca,OLC
Cerqueira Cesar,
Sao Desiderio,
Sorocaba,SOD
Itanhaem,
Estiva Gerbi,
Casemiro De Abreu,
Colombia,
Mangaratiba,
Campos Novos Paulista,
Moncoes,
Ocaucu,
Tatui,
Andradina,
Dracena,QDC
Palmares Paulista,
Populina,
Alto Garcas,
Ipeuna,
Itai,
Martinopolis,
Itapetininga,
Alvares Machado,
Ibitinga,
Presidente Epitacio,
Sud Menucci,
Sales De Oliveira,
Tiete,
Pereira Barreto,
Barretos,
Altair,
Fernandopolis,
Bela Vista,
Araraquara,
Santa Rosa Do Viterbo,
Maraba Paulista,
Itapetininga,
Teodoro Sampaio,
Fartura,
Itapira,
Presidente Eptacio,
Casa Nova,
Osvaldo Cruz,
Guaira,
Garca,
Ocaucu,
Guaimbe,
Guararapes,
Avare,
Guararapes,
Campos Novos Paulista,
Guariba,
Aracatuba,
Getulina,
Itapira,
Espirito Santo Do Pinhal,
Itarare,
Ibitinga,
Biritiba-Mirim,
Angra Dos Reis,
Itanhaem,
Rio De Janeiro,
Itapolis,
Cacapava,
Itu,
Ituverava,
Cardoso,
Itirapina,
Jaboticabal,
Buri,
Santa Cruz Do Rio Pardo,
Jales,JLS
Jardinopolis,
Sao Joaquim Da Barra,
Pereira Barreto,
Sao Jose Do Rio Preto,
Sao Joao Da Boa Vista,
Morro Agudo,
Casa Branca,
Galia,
Coribe,
Curaca,
Cerqueira Cesar,
Formosa Do Rio Preto,
Mococa,QOA
Mineiros Do Tiete,
Colombia,
Pompeia,
Guaraci,
Pontes E Lacerda,
Vera,
Lucelia,
Rio De Contas,
Ourolandia,
Tucano,
Abare,
Parauapebas,
Cacule,
Leme,
Cabo Frio,
Cairu,
Lencois Paulista,QGC
Guararapes,
Valentim Gentil,
Barra Bonita,
Florestopolis,
Campo Novo Do Parecis,
Sao Felix Do Araguaia,
Matao,
Tremembe,
Marica,
Coxim,
Matao,
Mirassol,
Mogi Mirim,
Monte Alto,
Porto Murtinho,
Rio De Janeiro,
Jau,
Nova Crixas,
Campo Verde,
Matao,
Comendador Gomes,
Narandiba,
Maraba Paulista,
Nova Maringa,
Novo Horizonte,
Vargem Grande Paulista,
Capao Bonito,
Primavera Do Leste,
Nova Europa,
Sao Manuel,
Altamira,
Sao Jose Do Xingu,
Nova Iguacu,QNV
Sonora,
Barra Do Corda,
Tapiratiba,
Barra Do Corda,
Grajau,
Boituva,
Tapura,
Orlandia,
Ourinhos,OUS
Mozarlandia,
Ourilandia Do Norte,
Sao Carlos,
Apiacas,
Mangaratiba,
Rancharia,
Pindamonhangaba,
Andradina,
Penapolis,
Paranapanema,
Presidente Venceslau,
Piracicaba,QHB
Pirassununga,
Ponta Pora,
Caiabu,
Tibagi,
Nioaque,
Nioaque,
Quata,
Caceres,
Sorriso,
Itapeva,
Barra Do Garcas,
Sao Miguel Arcanjo,
Rancharia,
Santa Rita Do Passa Quatro,
Rio Claro,
Campo Grande,
Rio Claro,QIQ
Rondonopolis,
Avare,QVP
Resende,QRZ
Inubia Paulista,
Canapolis,
Corumba,
Amambai,
Porto Murtinho,
Rifaina,
Sao Carlos,QSC
Gabriel Monteiro,
Bauru,
Orlandia,
Saquarema,
Sao Manuel,
Piquerobi,
Santa Rita Do Passa Quatro,
Sao Carlos,
Guariba,
Atibaia,
Arandu,
Tatui,
Tupi Paulista,
Parati,
Sertaozinho,
Ubarana,
Tupa,
Aparecida Do Rio Doce,
Porto Murtinho,
Jaraguari,
Aracatuba,
Terenos,
Ilha Solteira,
Pradopolis,
Corumba,
Aveiro,
Ubatuba,UBT
Jaboticabal,
Penapolis,
Porto Murtinho,
Ribas Do Rio Pardo,
Agua Boa,
Ribeirao Preto,
Itaperuna,
Alagoinhas,QGS
Paraguacu Paulista,
Ponta Grossa,
Apiacas,
Parapua,
Ourinhos,
Vargem Grande Do Sul,
Vera Cruz,
Votuporanga,VOT
Atibaia,
Tangara Da Serra,
Santa Maria Das Barreiras,
Valenca,
Amambai,
Porto Murtinho,
Pontal,
Peixoto De Azevedo,
Altamira,
Barretos,
Jaboticabal,
Maraba Paulista,
Jose Bonifacio,
Gravata,
Altamira,
Igarapava,
Itupeva,
Peixoto De Azevedo,
Colombia,
Alenquer,ALT
Mirandopolis,
Porto Murtinho,
Itaituba,
Cristalina,
Jaboticabal,
Alto Paraiso,
Sao Domingos Do Capim,
Costa Rica,
Sud Menucci,
Castilho,
Caracol,
Rio Negro,
Pacaembu,
Itapetininga,
Lucas Do Rio Verde,
Buritizeiro,
Regente Feijo,
Limeira,QGB
Taciba,
Porto Belo,
Itapeva,
Campo Maior,
Pirajui,
Pindamonhangaba,
Itapeva,
Guariba,
Altair,
Guaraci,
Maraba Paulista,
Duartina,
Andradina,
Campinapolis,
Nova Europa,
Rocafuerte,
Soledad,
Isla Puna,
Lorenzo de Garaicoa,
San Rafael,
Vinces,
Consumulo,
Babahoyo,
Jose Real,
Quevedo,
Loja,
Pasaje,
Buenavista,
El Guabo,
La Puntilla,
Ambato,ATF
Sangay,
Arajuno,
Ascazubi,
San Pedro,
Buena Fe,
Chone,
Pozuelos,
Coca,OCC
Coaque,
Curacay,
Cuenca,CUE
Guale,
Baltra,GPS
Guayaquil,GYE
Santiago,
Cotacachi,
Ibarra,
Isabela,IBB
America,
Jipijapa,JIP
Jama,
Lagartera,
Limoncocha,
Julia,
Loma Larga,
Latacunga,LTX
Macara,MRR
Macas,XMS
Machala,MCH
Montalvo,
Manta,MEC
Puerto Balao,
Martinica,
Lago Agrio,LGQ
Pecro Carbo,
Patuca,
Pedernales,
Posorja,
Pasaje,
Puerto Putumayo,PYO
Puna,
Portoviejo,PVO
Hacienda Payo,
Los Perez,
Quevedo,
Quito,UIO
Riobamba,
Santa Rosa,ETR
Salinas,SNC
Sucua,SUQ
Santo Domingo de Los Colorades,
Shell Mera,PTZ
San Cristobal,SCY
Bahia de Caraquez,BHA
Taura,
Tena,
Boca de Tenguel,
Taisha,TSC
Tiputini,TPN
La Toma (Catamayo),LOH
Tachina,ESM
Tarapoa,TPC
Tulcan,TUA
El Vergel,
Stanley,PSY
Estancia Pai Quara,
Asuncion,ASU
Ayolas,AYO
Colonia Doctor Pastor Obligado,
Bahia Negra,BFA
Concepcion,CIO
Encarnacion,ENO
Ciudad del Este,AGT
Filadelfia,FLM
Salto del Guaira,
Itaipu,
Mariscal Estigarribia,ESG
Villa Hayes,
Fuerte Olimpo,OLK
Coronel Oviedo,
Pozo Colorado,
,
Pilar,PIL
Pedro Juan Caballero,PJC
Pinasco,
Rosario,
San Pedro del Ycuamandiyu,
Santa Teresa,
Tres Pontas,
Porto Murtinho,
Sapezal,
Pocone,
Morro Agudo,
Corguinho,
Acegua,
Ibirarema,
Barao De Melgaco,
Novo Progresso,
Auriflama,
Aquidauana,
Campos Dos Goytacazes,
Maraba,
Cajati,
Varzea Da Palma,
Piraju,
Boa Esperanca,
Catole Da Rocha,
Nova Alvorada Do Sul,
Conceicao,
Buritama,
Monteiro,
Itaporanga,
Sao Joao Do Rio Do Peixe,
Cuite,
Tres Lagoas,
Sapezal,
Capelinha,
Brasilandia,
Sandovalina,
Lucas Do Rio Verde,
Faxinal,
Campo Alegre De Goias,
Chapada,
Coelho Neto,
Maracaju,
Ponta Pora,
Barra Do Garcas,
Ipero,
Miranda,
Corumba,
Lunardelle,
Caarapo,
Guararapes,
Dois Irmaos Do Buriti,
Presidente Eptacio,
Verdelandia,
Campo Grande,
Taquarussu,
Nova Monte Verde,
Caceres,
General Carneiro,
Miranda,
Bodoquena,
Tibagi,
Miranda,
Miranda,
Caceres,
Nova Fatima,
Corumba,
Santa Rita Do Araguaia,
Rio Brilhante,
Aripuana,
Autazes,
Flores Da Cunha,
Romaria,
Vila Bela Da Santissima Trindade,
Barra Do Pirai,
Aracruz,
Corumba,
Porto Murtinho,
Chapada Dos Guimaraes,
Nova Andradina,
Caceres,
General Carneiro,
Gaucha Do Norte,
Paracatu,
Itabera,
Ribas Do Rio Pardo,
Caracol,
Juara,
Sebastiao Leal,
Grajau,
Pium,
Picarras,
Palmas,
Bela Vista,
Paracatu,
Ribeirao Preto,
Brasnorte,
Itaituba,
Ribas Do Rio Pardo,
Rancharia,
Guaira,
Ribas Do Rio Pardo,
Rio Verde Do Mato Grosso,
Itaituba,
Sonora,
Vila Alta,
Campo Florido,
Agua Boa,
Diamantino,
Corumba,
Guararapes,
Aral Moreira,
Vazante,
Barao De Melgaco,
Corumba,
Balsa Nova,
Juina,
Itaituba,
Agua Boa,
Colider,
Alta Floresta,
Arcos,
Arame,
Arame,
Maues,
Corumba,
Itaituba,
Colombia,
Costa Rica,
Parnarama,
Jatei,
Chapada Dos Guimaraes,
Lucas do Rio Verde,LVR
Bodoquena,
Sapezal,
Angra Dos Reis,
Laranjal Do Jari,
Flores De Goias,
Paragominas,
Cascavel,
Itaituba,
Santa Fe Do Sul,
Miranda,
Bela Vista,
Peixoto De Azevedo,
Vila Alta,
Juazeiro,
Corumba,
Davinopolis,
Unai,
Porto Murtinho,
Tacuru,
Capinopolis,
Franca,FRC
Moju,
Barao De Melgaco,
Corumba,
Rio Verde,
Anaurilandia,
Uberaba,
Jaraguari,
Jangada,
Itaquirai,
Sonora,
Sao Pedro Do Parana,
Baiao,
Nova Granada,
Novo Horizonte Do Sul,
Coxim,
Parapua,
Nova Mutum,
Balsas,
Bom Jesus Das Selvas,
Jardim,
Laranjal Do Jari,
Alcinopolis,
Campo Grande,
Santa Isabel,
Bela Vista,
Custodia,
Fernandes Pinheiro,
Lassance,
Andradina,
Nova Independencia,
Nova Andradina,
Dois Vizinhos,
Nova Alvorada Do Sul,
Uniao Do Sul,
Sao Jose Dos Quatro Marcos,
Nobres,
Corumbaiba,
Uniao Do Sul,
Porto Murtinho,
Porto Murtinho,
Iguatemi,
Corumba,
Jatei,
Santa Rita Do Pardo,
Corumba,
Prado,
Santana Do Araguaia,
Sao Jose Do Rio Pardo,
Raposa,
Belem,
Goiana,
Cocalinho,
Caseara,
Sao Goncalo Do Abaete,
Pocone,
Planalto Da Serra,
Porto Murtinho,
Condeuba,
Sao Miguel Do Passa Quatro,
Parauna,
Perdizes,
Portel,
Baia Formosa,
Portel,
Costa Rica,
Terenos,
Brasilia,
Nova Canaa Do Norte,
Palmares Do Sul,
Chapada Dos Guimaraes,
Nova Odessa,
Porteirao,
Sao Jose Do Xingu,
Corumba,
Bom Jesus,
Bonopolis,
Porto Estrela,
Aparecida Do Taboado,
Sapezal,
Porto Esperidiao,
Porto Estrela,
Sorriso,
Buritis,
Sorriso,
Rio Brilhante,
Peixoto De Azevedo,
Novo Santo Antonio,
Sao Domingos,
Rio Formoso,
Alto Da Boa Vista,
Coxim,
Marau,
Itaituba,
Nova Xavantina,
Chupinguaia,
Paranaita,
Campo Florido,
Sao Jose Do Rio Claro,
Pedra Preta,
Porto Esperidiao,
Sambaiba,
Bom Jesus Do Araguaia,
Aparecida Do Rio Doce,
Sao Felix Do Araguaia,
Bonito,
Acreuna,
Corumba,
Barao De Melgaco,
Sonora,
Chaves,
Ipigua,
Ribas Do Rio Pardo,
Santa Rita Do Pardo,
Campos de Julio,
Aquidauana,
Piraquara,
Itaituba,
Itaituba,
Navirai,
Tabapora,
Itaituba,
Pacaraima,
Turvelandia,
Balsas,
Tamboril,
Corumba,
Itaituba,
Terenos,
Balsas,
Turvelandia,
Santa Rita Do Trivelato,
Sao Raimundo Das Mangabeiras,
Aquidauana,
Aquidauana,
Monte Azul,
Santa Rita Do Pardo,
Sorriso,
Itaituba,
Peixoto De Azevedo,
Sandovalina,
Itauba,
Itaituba,
Jacareacanga,
Sao Raimundo Das Mangabeiras,
Balsas,
Sao Jose Do Xingu,
Campo Grande,
Camapua,
Jatei,
Prado,
Selviria,
Tres Lagoas,
Itaituba,
Novo Progresso,
Novo Progresso,
Mutunopolis,
Unai,
Itapetininga,
Sinop,
Jaboticatubas,
Monte Alegre De Goias,
Junco Do Serido,
Montes Claros,
Bom Jesus Do Araguaia,
Nova Crixas,
Deodapolis,
Itaituba,
Vila Velha,
Barao De Melgaco,
Jacupiranga,
Tasso Fragoso,
Itaqui,
Aripuana,
Amambai,
Diamantino,
Monte Carlo,
Diamantino,
Rosario Oeste,
Santana Do Araguaia,
Diamantino,
Campo Verde,
Santa Rita Do Trivelato,
Diamantino,
Goiatuba,
Joviania,
Laguna Carapa,
Santa Rita Do Pardo,
Nova Crixas,
Itaituba,
Corumba,
Itaituba,
Corumba,
Aquidauana,
Suzanopolis,
Corumba,
Santana Do Livramento,
Eldorado Do Sul,
Campo Alegre De Goias,
Catalao,
Itororo,
Canarana,
Itaituba,
Comodoro,
Diamantino,
Paranhos,
Alcinopolis,
Caapora,
Guaranta Do Norte,
Taquarivai,
Aquidauana,
Itai,
Rio Verde Do Mato Grosso,
Urutai,
Pimenta Bueno,
Montividiu,
Alta Floresta,
Tapura,
Tapajara,
Itajuba,
Juruti,
Itaituba,
Andradas,
Pocone,
Entre Rios,
Faria Lemos,
Altonia,
Sao Manuel,
Aparecida Do Taboado,
Itaruma,
Barra Do Garcas,
Nova Andradina,
Corumbiara,
Cocalinho,
Botucatu,
Corumbiara,
Gaucha,
Corumba,
Juara,
Pontes E Lacerda,
Sao Felix Do Araguaia,
Ribeirao Cascalheira,
Campo Novo Do Parecis,
Vila Bela Da Santissima Trindade,
Montividiu Do Norte,
Tupaciguara,
Acailandia,
Unai,
Santa Clara D`Oeste,
Reginopolis,
Araguacema,
Gaviao Peixoto,
Sao Desiderio,
Sao Desiderio,
Sao Desiderio,
Mimoso De Goias,
Altamira,
Altamira,
Corumba,
Corumba,
Aquidauana,
Lagoa Dos Patos,
Sao Pedro Do Ivai,
Sao Jose Do Mipibu,
Santa Ines,
Itaruma,
Mococa,
Pedro Gomes,
Rio Brilhante,
Canarana,
Nova Crixas,
Pontal Do Araguaia,
Cristalina,
Penapolis,
Parauna,
Baixa Grande,
Urucara,
Cuiaba,
Nova Ubirata,
Uberaba,
Taquarussu,
Altamira,
Jaborandi,
Navirai,
Uruguaiana,
Corumba,
Aquidauana,
Eusebio,
Aquidauana,
Uruguaiana,
Corumba,
Caracol,
Aquidauana,
Camapua,
Palmeiropolis,
Corumba,
Aquidauana,
Corumba,
Ribeirao Bonito,
Avai,
Canarana,
Itaituba,
Vera,
Santa Vitoria Do Palmar,
Corumba,
Acreuna,
Corumba,
Corumba,
Corumba,
Corumba,
Sao Desiderio,
Sao Desiderio,
Indiapora,
Riachao,
Estrela D`Oeste,
Itaituba,
Cuiaba,
Santo Antonio Do Leverger,
Araguacu,
Sandolandia,
Eldorado,
Coxim,
Porteirao,
Corumbiara,
Itatinga,
Brasnorte,
Nova Bandeirantes,
Bananeiras,
Monte Alegre De Minas,
Unai,
Sao Desiderio,
Aveiro,
Campo Novo Do Parecis,
Sao Desiderio,
Sao Desiderio,
Itaituba,
Pantano Grande,
Sao Borja,
Corumba,
Corumba,
Santana Do Araguaia,
Sao Jose Do Rio Claro,
Eldorado,
Rondonopolis,
Crixas,
Apiacas,
Araguatins,
Sinop,
Camaqua,
Sao Domingos,
Anaurilandia,
Amambai,
Brasilandia,
Ipiranga Do Norte,
Urucui,
Confresa,CFO
Serranopolis,
Cacoal,
Dom Pedrito,
Eldorado Do Carajas,
Sapezal,
Alfredo Wagner,
Diamantino,
Ribas Do Rio Pardo,
Sao Jose Do Xingu,
Uberlandia,
Corguinho,
Vila Bela Da Santissima Trindade,
Engenheiro Navarro,
Acailandia,
Paranatinga,
Santa Rita Do Pardo,
Tres Lagoas,
Sapezal,
Iguatemi,
Dourados,
Alto Taquari,
Corumba,
Santa Cecilia,
Limeira Do Oeste,
Iramaia,
Ribas Do Rio Pardo,
Itau De Minas,
Esplanada,
Macambara,
Itaituba,
Porto Esperidiao,
Novo Progresso,
Brasilandia,
Novo Aripuana,
Querencia,
Vitoria Do Xingu,
Chupinguaia,
Alta Floresta,
Barreiras,
Sapezal,
Agua Clara,
Monte Alegre De Goias,
Itaituba,
Andrelandia,
Pium,
Nova Lacerda,
Aveiro,
Aquidauana,
Tailandia,
Campo Novo Do Parecis,
Cotriguacu,
Apiacas,
Uruara,
Itaituba,
Macapa,
Sonora,
Normandia,
Uiramuta,
Uiramuta,
Normandia,
Uiramuta,
Uiramuta,
Itaituba,
Mucajai,
Normandia,
Uiramuta,
Pacaraima,
Pacaraima,
Normandia,
Uiramuta,
Uiramuta,
Lambari D`Oeste,
Alto Alegre,
Lambari D`Oeste,
Alto Alegre,
Iracema,
Bonfim,
Bom Jardim,
Caroebe,
Bonfim,
Normandia,
Pacaraima,
Pacaraima,
Uiramuta,
Bonfim,
Normandia,
Bonfim,
Boa Vista,
Caracarai,
Uiramuta,
Pacaraima,
Uiramuta,
Uiramuta,
Sonora,
Iracema,
Pacaraima,
Normandia,
Alto Alegre,
Alto Alegre,
Uiramuta,
Uiramuta,
Pacaraima,
Uiramuta,
Normandia,
Pacaraima,
Pacaraima,
Normandia,
Itaquirai,
Pacaraima,
Uiramuta,
Uiramuta,
Uiramuta,
Pacaraima,
Sao Desiderio,
Belem,
Pacaraima,
Alto Alegre,
Itaituba,
Bonfim,
Uiramuta,
Alto Alegre,
Corumba,
Nova Mutum,
Jussara,
Santa Luzia D`Oeste,
Campo Novo Do Parecis,
Nova Mutum,
Nova Mamore,
Corumba,
Novo Progresso,
Medeiros Neto,
Benevides,
Paranaita,
Ribeirao Cascalheira,
Gouvelandia,
Novo Mundo,
Chapadao Do Ceu,
Sapezal,
Ariquemes,
Juruti,
Porto Murtinho,
Acailandia,
Agua Clara,
Castanheira,
Corumba,
Comodoro,
Macapa,
Paranatinga,
Santo Antonio Do Aracangua,
Sao Desiderio,
Sao Desiderio,
Pimenta Bueno,
Itaituba,
Luziania,
Cocalzinho De Goias,
Luis Eduardo Magalhaes,
Deodapolis,
Piranhas,
Alta Floresta,
Unai,
Barra Do Bugres,
Itaituba,
Lucas Do Rio Verde,
Lucas Do Rio Verde,
Poxoreo,
Sao Desiderio,
Cumaru Do Norte,
Aquidauana,
Piraquara,
Campo Novo Do Parecis,
Labrea,
Pocone,
Boa Vista,
Quirinopolis,
Portel,
Valparaiso,
Chapada Dos Guimaraes,
Nova Lima,
Motuca,
Uruara,
Porto Nacional,
Sao Felix Do Xingu,
Santa Cruz Do Xingu,
Vila Bela Da Santissima Trindade,
Rio Grande,RIG
Campo Verde,
Baixa Grande Do Ribeiro,
Itaituba,
Santana Do Araguaia,
Nobres,
Auriflama,
Miranda,
Parauna,
Junqueiropolis,
Paranatinga,
Nova Maringa,
Agua Clara,
Juti,
Corumba,
Sidrolandia,
Itaituba,
Sao Francisco Sales,
Governador Celso Ramos,
Agua Clara,
Minas Novas,
Icaraima,
Itaruma,
Sao Luiz Do Norte,
Lucas Do Rio Verde,
Mara Rosa,
Sorriso,
Vila Alta,
Bora,
Chapada Dos Guimaraes,
Alta Floresta D`Oeste,
Tangara Da Serra,
Tibagi,
Nova Alvorada Do Sul,
Brotas,
Jaguapita,
Mirandopolis,
Monte Alegre De Goias,
Campo Novo Do Parecis,
Tapura,
Petropolis,
Terra Santa,
Novo Planalto,
Campo Novo Do Parecis,
Juara,
Dom Eliseu,
Correntina,
Vila Bela Da Santissima Trindade,
Luis Eduardo Magalhaes,
Dourados,
Pedrinopolis,
Campos De Julio,
Tangara Da Serra,
Iaras,
Tres Lagoas,
Britania,
Nova Roma,
Vila Bela Da Santissima Trindade,
Tanabi,
Buritizeiro,
Figueirao,
Perdizes,
Alta Floresta,
Almeirim,
Aragarcas,
Presidente Figueiredo,
Canapolis,
Jardim,
Capinopolis,
Minacu,
Balsas,
Ulianopolis,
Sao Miguel Do Tocantins,
Sapezal,
Maracaju,
Piracanjuba,
Agua Clara,
Rio Brilhante,
Canarana,
Alegrete,
Nova Brasilandia,
Campo Grande,
Gaucha Do Norte,
Sapezal,
Taquarituba,
Barra Do Bugres,
Sao Desiderio,
Birigui,
Itiquira,
Nova Venecia,
Sao Miguel Do Araguaia,
Agua Clara,
Euclides Da Cunha Paulista,
Bage,
Porto Esperdiao,
Santa Cruz Cabralia,
Sao Felix Do Araguaia,
Irai,
Lima Duarte,
Pocone,
Belmonte,
Amambai,
Nova Alvorada Do Sul,
Ponta Pora,
Santa Luzia D`Oeste,
Pacaraima,
Caracarai,
Alto Alegre,
Pacaraima,
Alto Alegre,
Caracarai,
Alto Alegre,
Pacaraima,
Pacaraima,
Uiramuta,
Pacaraima,
Normandia,
Pacaraima,
Pacaraima,
Santa Terezinha,
Brasnorte,
Primavera Do Leste,
Tapes,
Castanheira,
Maraial,
Corumba,
Tres Lagoas,
Tres Lagoas,
Confresa,
Nova Santa Helena,
Arraias,
Corumba,
Novo Mundo,
Corrente,
Urucui,
Urucui,
Serra Ramalho,
Itatinga,
Corumba,
Primavera Do Leste,
Surimena,
Araracuara,ACR
Acandi,ACD
Aguachica,
Amalfi,AFI
Andes,ADN
Apiay,API
Armenia,AXM
Puerto Asis,PUU
El Banco,ELB
Becerril,
Bucaramanga,BGA
Fonseca,
Bogota,BOG
Barranquilla,BAQ
Berastegui,
Bahia Solano,BSC
Buenaventura,BUN
Capurgana,CPB
Carmen De Bolivar,
Cucuta,CUC
Condoto,COG
Cartagena,CTG
Cartagena Del Chiara,
Puerto Lopez,CCO
Cali,CLO
Cimitarra,CIM
Cravo Norte,RAV
Tumaco,TCO
Bahia Solano,
Caruru,CUO
Caucasia,CAQ
Covenas,CVE
Corozal,CZU
El Bagre,EBG
Barrancabermeja,EJA
Florencia,FLA
Quipama,
Fundacion,FDA
,
Cali,
Girardot,GIR
Cartago,CRC
Guapi,GPI
Chia,
Garzon,GLJ
Chaparral,CPL
Hato Corozal,HTZ
Ibague,IBE
Chigorodo,IGO
Limon,MMP
Ipiales,IPI
